id,comment,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,timestamp,version,normalized,svm,phobert,qwen
4101,ghép trận như lông l,0,2,0,0,0,0,0,0,0,0,2026-02-28 14:42:34,unknown,ghép trận tệ hại,ghép trận tệ_hại,ghép trận tệ_hại,ghép trận tệ hại
4102,"game càng ngày càng nát ,chs toàn chuỗi thua ,ghép vô toàn bọn sv phá game ,tranh lane ,fit mạng các thứ .... cay vc .khuyên mọi ng k nên tải hoặc xoá game cho bớt cay",0,2,0,0,0,0,0,2,0,0,2026-02-12 17:16:58,unknown,"game càng ngày càng nát ,chơi toàn chuỗi thua ,ghép vô toàn bọn tệ hại phá game ,tranh lane ,feed mạng các thứ .... cay vô cùng .khuyên mọi người không nên tải hoặc xóa game cho bớt cay",game càng ngày_càng nát chơi toàn chuỗi thua ghép vô toàn bọn tệ_hại phá game tranh lane feed mạng các thứ cay vô_cùng khuyên mọi người không_nên tải hoặc xóa_game cho bớt cay,"game càng_ngày_càng nát , chơi toàn chuỗi_thua , ghép vô toàn bọn tệ_hại phá game , tranh_lane , feed_mạng các thứ ...._cay vô_cùng . khuyên mọi người không nên tải hoặc xóa game cho bớt cay","game càng ngày càng nát ,chơi toàn chuỗi thua ,ghép vô toàn bọn tệ hại phá game ,tranh lane ,feed mạng các thứ .... cay vô cùng .khuyên mọi người không nên tải hoặc xóa game cho bớt cay"
4103,lagg như chó,0,0,0,2,0,0,0,0,0,0,2026-02-22 22:06:23,1.61.1.5,lag vô cùng,lag vô_cùng,lag vô_cùng,lag vô cùng
4104,Game này nhẹ hơn free fire hơi nhiều chơi rất oke cho 5 sao,0,0,0,1,0,0,0,0,0,0,2026-02-18 12:55:52,1.61.1.5,game này nhẹ hơn free fire hơi nhiều chơi rất oke cho 5 sao,game này nhẹ hơn free fire hơi nhiều chơi rất oke cho <NUM> sao,game này nhẹ hơn free fire_hơi nhiều chơi rất oke cho 5 sao,game này nhẹ hơn free fire hơi nhiều chơi rất oke cho 5 sao
4105,gem l bỏ tính năng nhận quà sau trận đấu đi vướng víu vlll. k kịp out mà thg chủ phòng ghép trận cmnnnn,0,2,0,0,2,0,0,0,0,0,2026-02-12 23:48:33,1.61.1.5,game tệ hại bỏ tính năng nhận quà sau trận đấu đi vướng víu vô cùng. không kịp out mà thằng chủ phòng ghép trận tệ hại,game tệ_hại bỏ tính_năng nhận quà sau trận_đấu đi vướng_víu vô_cùng không_kịp out mà thằng chủ phòng ghép trận tệ_hại,game tệ_hại bỏ tính_năng nhận quà sau trận đấu đi vướng_víu vô_cùng . không kịp out mà thằng chủ phòng ghép trận tệ_hại,game tệ hại bỏ tính năng nhận quà sau trận đấu đi vướng víu vô cùng. không kịp out mà thằng chủ phòng ghép trận tệ hại
4106,đồng đội ngu như bò con bị cấm chat nữa,0,0,0,0,2,0,0,2,0,0,2026-02-24 22:05:09,1.61.1.5,đồng đội tệ hại con bị cấm chat nữa,đồng_đội tệ_hại con bị cấm chat nữa,đồng_đội tệ_hại con bị cấm chat nữa,đồng đội tệ hại con bị cấm chat nữa
4107,game ghép trận lệch trình vcl trận thằng thì feed k thì cũng afk k gánh được,0,2,0,0,0,0,0,2,0,0,2026-02-19 16:12:11,1.61.1.5,game ghép trận lệch trình vô cùng trận thắng thì feed không thì cũng afk không gánh được,game ghép trận lệch trình vô_cùng trận thắng thì feed không_thì cũng afk không_gánh được,game ghép trận lệch_trình vô_cùng trận thắng thì feed không thì cũng afk không gánh được,game ghép trận lệch trình vô cùng trận thắng thì feed không thì cũng afk không gánh được
4108,lắm hack vc mà tố bọn nó bị ban có 7 ngày chịu garena sv,0,0,0,2,2,2,0,2,0,0,2026-02-26 14:40:07,unknown,lắm hack vô cùng mà tố bọn nó bị ban có 7 ngày chịu garena tệ hại,lắm hack vô_cùng mà tố bọn nó bị ban có <TIME> chịu garena tệ_hại,lắm hack vô_cùng mà tố bọn nó bị ban có 7 ngày chịu garena tệ_hại,lắm hack vô cùng mà tố bọn nó bị ban có 7 ngày chịu garena tệ hại
4109,game như lon,0,0,0,0,0,0,0,0,0,0,2025-04-08 15:11:31,1.57.1.8,game tệ hại,game tệ_hại,game tệ_hại,game tệ hại
4110,game l văng hoài,0,0,0,2,0,0,0,0,0,0,2026-02-06 17:42:55,1.61.1.5,game tệ hại văng hoài,game tệ_hại văng hoài,game tệ_hại văng hoài,game tệ hại văng hoài
4111,"game ghép cơ chế như đb vậy , sao k ghép bằng trình để có trải nghiệm vui vẻ mà ghép 1 team ngu với 1 team giỏi làm gì ? thắng bại tại kĩ năng ?",0,2,0,0,2,0,0,2,0,0,2026-02-03 17:02:37,1.61.1.5,"game ghép cơ chế như tệ hại vậy , sao không ghép bằng trình để có trải nghiệm vui vẻ mà ghép 1 team ngu với 1 team giỏi làm gì ? thắng bại tại kĩ năng ?",game ghép cơ_chế như tệ_hại vậy sao không_ghép bằng trình để có trải nghiệm vui_vẻ mà ghép <NUM> team ngu với <NUM> team giỏi làm gì thắng_bại tại kĩ_năng,"game ghép cơ_chế như tệ_hại vậy , sao không ghép bằng trình để có trải_nghiệm vui_vẻ mà ghép 1 team ngu với 1 team giỏi làm gì ? thắng_bại tại kĩ_năng ?","game ghép cơ chế như tệ hại vậy , sao không ghép bằng trình để có trải nghiệm vui vẻ mà ghép 1 team ngu với 1 team giỏi làm gì ? thắng bại tại kĩ năng ?"
4112,Lag và tụi afk thì tố cáo ko bị trừ cay vcl ghép team như cl,0,2,0,2,2,0,0,2,0,0,2026-02-01 12:58:15,1.61.1.5,lag và tụi afk thì tố cáo không bị trừ cay vô cùng ghép team như tệ hại,lag và tụi afk thì tố_cáo không_bị trừ cay vô_cùng ghép team như tệ_hại,lag và tụi afk thì tố_cáo không bị trừ_cay vô_cùng ghép team như tệ_hại,lag và tụi afk thì tố cáo không bị trừ cay vô cùng ghép team như tệ hại
4113,ngày nào vào cũng tải,0,0,0,2,0,0,0,0,0,0,2026-02-28 00:24:34,1.61.1.5,ngày nào vào cũng tải,ngày nào vào cũng tải,ngày nào vào cũng tải,ngày nào vào cũng tải
4114,game nâng bi tàu khựa,0,0,0,0,0,0,0,0,0,0,2026-02-25 02:20:24,1.61.1.5,game nâng bi tàu khựa,game nâng bi tàu khựa,game nâng bi tàu khựa,game nâng bi tàu khựa
4115,m game dell phân biệt đc đường chính vs phụ ak thứ rác j đây,0,0,0,0,2,0,0,0,0,0,2026-02-07 00:19:34,1.61.1.5,game không phân biệt được đường chính với phụ à thứ tệ hại gì đây,game không_phân_biệt được đường chính với phụ à thứ tệ_hại gì đây,game không phân_biệt được đường chính với phụ à thứ tệ_hại gì đây,game không phân biệt được đường chính với phụ à thứ tệ hại gì đây
4116,game quá nhiều đồ hoạ rất lag và ảnh hưởng đến quá trình chs 😡,2,0,0,2,0,0,0,0,0,0,2026-02-18 09:58:39,1.61.1.5,game quá nhiều đồ họa rất lag và ảnh hưởng đến quá trình chơi,game quá nhiều đồ_họa rất lag và ảnh_hưởng đến quá_trình chơi,game quá nhiều đồ họa rất lag và ảnh_hưởng đến quá_trình chơi,game quá nhiều đồ họa rất lag và ảnh hưởng đến quá trình chơi
4117,mạng k lag nhưng vào trận bi đơ k vào đc làm mất uy tín ng chơi t cho 1* k oan,0,0,0,2,2,0,0,0,0,0,2026-02-14 04:22:12,1.61.1.5,mạng không lag nhưng vào trận bị đơ không vào được làm mất uy tín người chơi tôi cho 1 sao không oan,mạng không_lag nhưng vào trận bị đơ không_vào được làm mất uy_tín người chơi tôi cho <NUM> sao không_oan,mạng không lag nhưng vào trận bị đơ không vào được làm mất uy_tín người chơi tôi cho 1 sao không oan,mạng không lag nhưng vào trận bị đơ không vào được làm mất uy tín người chơi tôi cho 1 sao không oan
4118,"Game rác , mn đừng tải",0,0,0,0,0,0,0,0,0,0,2026-02-20 00:19:22,1.61.1.5,"game tệ hại, mọi người đừng tải",game tệ_hại mọi người đừng tải,"game tệ_hại , mọi người đừng tải","game tệ hại, mọi người đừng tải"
4119,Ghép team như cak,0,2,0,0,0,0,0,0,0,0,2026-02-21 23:11:26,1.61.1.5,ghép trận tệ hại,ghép trận tệ_hại,ghép trận tệ_hại,ghép trận tệ hại
4120,thua 20 trận chịu mày,0,0,0,0,0,0,0,0,0,2,2026-02-28 09:40:25,1.61.1.5,thua 20 trận chịu mày,thua <NUM> trận chịu mày,thua 20 trận chịu mày,thua 20 trận chịu mày
4121,sao t được giải ba mà ko nhận được 🤬,0,0,0,2,0,0,0,0,0,0,2026-02-17 12:37:33,1.61.1.5,sao tôi được giải ba mà không nhận được,sao tôi được giải ba mà không_nhận được,sao tôi được giải ba mà không nhận được,sao tôi được giải ba mà không nhận được
4122,"ý là mình cũng có sắp xếp vị trí đường, hay quét tố cáo á. Bên phần mềm mình làm kỉ hay kiếm phần mềm nào khác haa, chớ cướp lane xong rr tố cáo ngược xong rr trừ người bị cướp. Trời.. đường đường là game lớn mà ssao kì cục d, chắc kh phải riêng mình t đâu. Làm ăn thì cx coi kủ càng xíu haa. Góp ý nhỏ nhoi th mà bên bển kh sắp xếp đc thì chịu luôn haa. Chân thành!",0,2,0,0,2,2,0,2,0,0,2026-02-07 02:53:17,1.61.1.5,"ý là mình cũng có sắp xếp vị trí đường, hay quét tố cáo á. bên phần mềm mình làm kỹ hay kiếm phần mềm nào khác haa, chớ cướp lane xong rồi tố cáo ngược xong rồi trừ người bị cướp. trời.. đường đường là game lớn mà sao kì cục vậy, chắc không phải riêng mình tôi đâu. làm ăn thì cũng coi kỹ càng xíu haa. góp ý nhỏ nhoi thế mà bên bển không sắp xếp được thì chịu luôn haa. chân thành!",ý là mình cũng có sắp_xếp vị_trí đường hay quét tố_cáo á bên phần_mềm mình làm kỹ hay kiếm phần_mềm nào khác haa chớ cướp lane xong rồi tố_cáo ngược xong rồi trừ người bị cướp trời đường_đường là game lớn mà sao kì_cục vậy chắc không_phải riêng mình tôi đâu làm_ăn thì cũng coi kỹ_càng xíu haa góp_ý nhỏ_nhoi thế_mà bên bển không_sắp_xếp được thì chịu luôn haa chân_thành,"ý là mình cũng có sắp_xếp vị_trí đường , hay quét tố_cáo á . bên phần_mềm mình làm kỹ hay kiếm phần_mềm nào khác haa , chớ cướp lane xong rồi tố_cáo ngược xong rồi trừ người bị cướp . trời .. đường_đường là game lớn mà sao_kì cục vậy , chắc không phải riêng mình tôi đâu . làm_ăn thì cũng coi kỹ_càng xíu_haa . góp_ý nhỏ_nhoi thế mà bên bển không sắp_xếp được thì chịu luôn haa . chân_thành !","ý là mình cũng có sắp xếp vị trí đường, hay quét tố cáo á. bên phần mềm mình làm kỹ hay kiếm phần mềm nào khác haa, chớ cướp lane xong rồi tố cáo ngược xong rồi trừ người bị cướp. trời.. đường đường là game lớn mà sao kì cục vậy, chắc không phải riêng mình tôi đâu. làm ăn thì cũng coi kỹ càng xíu haa. góp ý nhỏ nhoi thế mà bên bển không sắp xếp được thì chịu luôn haa. chân thành!"
4123,ko chơi đc luôn cứ vào là văng auto là lag xong tải tài nguyên gần hết thì nó lag kính luôn đối chung liên quân bây giờ ko dành cho máy yếu nên 1* còn mấy t mà cho đc 0* thì mới đúng,0,0,0,2,0,0,0,0,0,0,2026-02-20 02:16:50,1.61.1.5,không chơi được luôn cứ vào là văng auto là lag xong tải tài nguyên gần hết thì nó lag kính luôn đối chung liên quân bây giờ không dành cho máy yếu nên 1 còn mấy bạn mà cho được 0 thì mới đúng,không_chơi được luôn cứ vào là văng auto là lag xong tải tài_nguyên gần hết thì nó lag kính luôn đối chung liên_quân bây_giờ không_dành cho máy yếu nên <NUM> còn mấy bạn mà cho được <NUM> thì mới đúng,không chơi được luôn cứ vào là văng auto là lag xong tải tài_nguyên gần hết thì nó lag kính luôn đối_chung liên_quân bây_giờ không dành cho máy yếu nên 1 còn mấy bạn mà cho được 0 thì mới đúng,không chơi được luôn cứ vào là văng auto là lag xong tải tài nguyên gần hết thì nó lag kính luôn đối chung liên quân bây giờ không dành cho máy yếu nên 1 còn mấy bạn mà cho được 0 thì mới đúng
4124,mmmej ghép rank như l í bịcheenh lệch rank sống r còn reame mình ngư cc còn tame bn thì mạnh chs nhuew thế thid những người mới chs kiểu j,0,2,0,0,0,0,0,2,0,2,2026-02-02 11:56:00,unknown,ghép rank như tệ hại bị chênh lệch rank sống rồi còn team mình như tệ hại còn team bạn thì mạnh chơi như vậy thì những người mới chơi kiểu gì,ghép rank như tệ_hại bị chênh_lệch rank sống rồi còn team mình như tệ_hại còn team bạn thì mạnh chơi như_vậy thì những người mới chơi kiểu gì,ghép rank như tệ_hại bị chênh_lệch rank sống rồi còn team mình như tệ_hại còn team bạn thì mạnh_chơi như_vậy thì những người mới chơi kiểu gì,ghép rank như tệ hại bị chênh lệch rank sống rồi còn team mình như tệ hại còn team bạn thì mạnh chơi như vậy thì những người mới chơi kiểu gì
4125,"yêu cầu mạnh tay trừ uy tín lũ phá game chứ -4 uy tín thì lm cc j đc, game rác",0,0,0,0,2,2,0,2,0,0,2026-02-10 17:02:05,unknown,"yêu cầu mạnh tay trừ uy tín lũ phá game chứ 4 uy tín thì làm tệ hại gì được, game tệ hại",yêu_cầu mạnh_tay trừ uy_tín lũ phá game chứ <NUM> uy_tín thì làm tệ_hại gì được game tệ_hại,"yêu_cầu mạnh_tay trừ uy_tín lũ phá game chứ 4 uy_tín thì làm tệ_hại gì được , game tệ_hại","yêu cầu mạnh tay trừ uy tín lũ phá game chứ 4 uy tín thì làm tệ hại gì được, game tệ hại"
4126,sao t k có đăng nhập=fb?,0,0,0,2,0,0,0,0,0,0,2026-02-21 12:16:09,unknown,sao tôi không có đăng nhập facebook?,sao tôi không_có đăng_nhập facebook,sao tôi không có đăng_nhập facebook ?,sao tôi không có đăng nhập facebook?
4127,Dùng iphone thì đăng nhập thì nút bé k thấy đâu clm,2,0,0,2,0,0,0,0,0,0,2026-02-20 03:21:31,1.61.1.5,dùng iphone thì đăng nhập thì nút bé không thấy đâu tệ hại,dùng iphone thì đăng_nhập thì nút bé không_thấy đâu tệ_hại,dùng iphone thì đăng_nhập thì nút bé không thấy đâu tệ_hại,dùng iphone thì đăng nhập thì nút bé không thấy đâu tệ hại
4128,ghép team chênh lệch cấp,0,2,0,0,0,0,0,0,0,0,2026-02-24 15:27:01,unknown,ghép trận chênh lệch cấp,ghép trận chênh_lệch cấp,ghép trận chênh_lệch cấp,ghép trận chênh lệch cấp
4129,"tại sao nó afk 10phút mà vẫn mất sao, tệ",0,0,0,0,2,0,0,2,0,0,2026-02-18 22:37:25,1.61.1.5,"tại sao nó afk 10 phút mà vẫn mất sao, tệ",tại_sao nó afk <NUM> phút mà vẫn mất sao tệ,"tại_sao nó afk 10 phút mà vẫn mất_sao , tệ","tại sao nó afk 10 phút mà vẫn mất sao, tệ"
4130,con vợ làm quả CovidNewYear bá thôi r,0,0,0,0,0,0,0,0,0,0,2026-02-28 13:35:05,1.59.1.7,con vợ làm quả covidnewyear bá thôi vô cùng,con vợ làm quả covidnewyear bá thôi vô_cùng,con vợ làm quả covidnewyear_bá thôi vô_cùng,con vợ làm quả covidnewyear bá thôi vô cùng
4131,thiên vị,0,2,0,0,0,0,0,0,0,0,2026-02-24 19:39:43,unknown,thiên vị,thiên_vị,thiên_vị,thiên vị
4132,200 giấy tuyệt sắc ko nổ được 1 rương nào,0,0,0,0,1,0,0,0,0,0,2026-02-26 18:22:50,1.61.1.5,200 giấy tuyệt sắc không nổ được 1 rương nào,<NUM> giấy tuyệt sắc không_nổ được <NUM> rương nào,200 giấy tuyệt_sắc không nổ được 1 rương nào,200 giấy tuyệt sắc không nổ được 1 rương nào
4133,chơi Như cak tem ngu vl,0,2,0,0,0,0,0,2,0,0,2026-02-17 12:37:17,1.61.1.5,chơi như tệ hại tem ngu vô cùng,chơi như tệ_hại tem ngu vô_cùng,chơi như tệ_hại tem_ngu vô_cùng,chơi như tệ hại tem ngu vô cùng
